省	AreaCode	SgnQuarter	repost_num	comment_num	praise_num	type	negative_type	positive_type	new_num
江西省	360000.0	2020-03	3906.0	2353.0	13054.0	-2032.0	-2255.0	223.0	-191964.0188087832
江西省	360000.0	2020-06	15358.0	23308.0	169333.0	-439.0	-543.0	104.0	-3313170.693031056
江西省	360000.0	2020-09	789.0	676.0	14674.0	-10.0	-11.0	1.0	-264708.7883234608
河北省	130000.0	2014-03	119.0	148.0	106.0	-1.0	-47.0	46.0	1204.8797267463879
河北省	130000.0	2014-06	213.0	215.0	150.0	73.0	-110.0	183.0	2283.4867043355757
河北省	130000.0	2014-09	150.0	120.0	97.0	7.0	-153.0	160.0	2391.564266567976
河北省	130000.0	2014-12	94.0	32.0	130.0	-110.0	-167.0	57.0	-653.9621454555153
河北省	130000.0	2015-03	53.0	38.0	117.0	-90.0	-125.0	35.0	-890.6716321471481
河北省	130000.0	2015-06	469.0	408.0	547.0	34.0	-202.0	236.0	7668.427550237692
河北省	130000.0	2015-09	5098.0	666.0	506.0	-5.0	-167.0	162.0	57717.874371030164
河北省	130000.0	2015-12	729.0	165.0	116.0	10.0	-37.0	47.0	8756.006151522603
河北省	130000.0	2016-03	44.0	90.0	103.0	-2.0	-32.0	30.0	-563.3093772801401
河北省	130000.0	2016-06	997.0	119.0	80.0	9.0	-31.0	40.0	9924.950121962842
河北省	130000.0	2016-09	122.0	88.0	106.0	-2.0	-51.0	49.0	-338.70030913428786
河北省	130000.0	2016-12	40.0	53.0	31.0	10.0	-9.0	19.0	880.3812948475518
河北省	130000.0	2017-03	59.0	44.0	44.0	-10.0	-28.0	18.0	-227.4639591828556
河北省	130000.0	2017-06	58.0	58.0	50.0	18.0	-5.0	23.0	1665.506526006837
河北省	130000.0	2017-09	34.0	47.0	61.0	33.0	-7.0	40.0	1356.1415520551047
河北省	130000.0	2017-12	20.0	17.0	27.0	21.0	-17.0	38.0	768.8920224158841
河北省	130000.0	2018-03	4.0	7.0	13.0	7.0	-7.0	14.0	213.96949558899496
河北省	130000.0	2018-06	33.0	87.0	84.0	26.0	-17.0	43.0	1712.638531189155
河北省	130000.0	2018-09	24.0	40.0	76.0	15.0	-16.0	31.0	1002.0373865456481
河北省	130000.0	2018-12	1.0	2.0	6.0	-1.0	-3.0	2.0	-16.602308330990624
河北省	130000.0	2019-03	0.0	6.0	8.0	4.0	-5.0	9.0	162.48544690576563
河北省	130000.0	2019-06	12.0	27.0	129.0	51.0	-20.0	71.0	1720.2050551763855
河北省	130000.0	2019-09	9.0	29.0	79.0	55.0	-10.0	65.0	1280.3594711783992
河北省	130000.0	2019-12	5.0	20.0	88.0	49.0	-8.0	57.0	1329.69681084583
河北省	130000.0	2020-03	8171.0	15945.0	399806.0	129.0	-139.0	268.0	-7863760.574897269
河北省	130000.0	2020-06	57365.0	120139.0	1175279.0	123.0	-117.0	240.0	-25105649.406253673
河北省	130000.0	2020-09	41.0	124.0	342.0	-3.0	-4.0	1.0	-5931.9820105925755
河南省	410000.0	2014-03	25.0	50.0	6.0	0.0	-2.0	2.0	-431.72056530621535
河南省	410000.0	2014-06	36.0	21.0	23.0	4.0	-1.0	5.0	636.2197804512647
河南省	410000.0	2014-12	83.0	15.0	43.0	-5.0	-10.0	5.0	-745.6839804730198
河南省	410000.0	2015-03	443.0	165.0	166.0	-13.0	-43.0	30.0	1964.0070894671837
河南省	410000.0	2015-06	350.0	133.0	160.0	4.0	-15.0	19.0	6804.334238992759
河南省	410000.0	2015-09	1785.0	667.0	575.0	36.0	-14.0	50.0	37411.61805887678
河南省	410000.0	2015-12	1798.0	769.0	1129.0	-109.0	-150.0	41.0	29336.91936257322
河南省	410000.0	2016-03	387.0	187.0	685.0	30.0	-45.0	75.0	3864.413979774039
河南省	410000.0	2016-06	199.0	168.0	435.0	-1.0	-71.0	70.0	3957.3509536085626
河南省	410000.0	2016-09	174.0	194.0	371.0	-66.0	-129.0	63.0	247.90712573848074
河南省	410000.0	2016-12	2479.0	978.0	3174.0	-101.0	-119.0	18.0	79012.70956966924
河南省	410000.0	2017-03	147.0	151.0	208.0	-75.0	-102.0	27.0	651.9596155410705
河南省	410000.0	2017-06	66.0	103.0	284.0	-13.0	-58.0	45.0	4817.916065803308
河南省	410000.0	2017-09	115.0	106.0	260.0	-249.0	-300.0	51.0	-1960.5809840062368
河南省	410000.0	2017-12	30.0	12.0	87.0	-131.0	-212.0	81.0	-1993.3863004607756
河南省	410000.0	2018-03	181.0	232.0	935.0	-5.0	-90.0	85.0	13849.37492109475
河南省	410000.0	2018-06	667.0	468.0	1931.0	111.0	-163.0	274.0	32651.588460893658
河南省	410000.0	2018-09	4256.0	1512.0	14205.0	359.0	-255.0	614.0	238136.27020989204
河南省	410000.0	2018-12	1389.0	889.0	4752.0	267.0	-206.0	473.0	51772.6953923894
河南省	410000.0	2019-03	278.0	293.0	795.0	-58.0	-206.0	148.0	9012.446994849728
河南省	410000.0	2019-06	510.0	302.0	1823.0	-59.0	-375.0	316.0	14340.647554290474
河南省	410000.0	2019-09	1465.0	1351.0	9073.0	-667.0	-978.0	311.0	-105613.41650316714
河南省	410000.0	2019-12	758.0	580.0	2170.0	-543.0	-898.0	355.0	2663.7206262078953
河南省	410000.0	2020-03	18448.0	36228.0	363798.0	-1574.0	-1803.0	229.0	-7074681.222220451
河南省	410000.0	2020-06	34858.0	79485.0	1010258.0	-508.0	-738.0	230.0	-19220143.52706455
河南省	410000.0	2020-09	89.0	186.0	1374.0	-26.0	-29.0	3.0	-27087.250313949502
浙江省	330000.0	2014-03	11511.0	3365.0	23.0	0.0	-47.0	47.0	143564.65772918763
浙江省	330000.0	2014-06	143.0	67.0	37.0	23.0	-12.0	35.0	358.16361602082577
浙江省	330000.0	2014-09	18.0	4.0	14.0	14.0	-9.0	23.0	309.17753868591427
浙江省	330000.0	2014-12	7.0	4.0	9.0	5.0	-3.0	8.0	202.8977597626312
浙江省	330000.0	2015-03	6.0	7.0	7.0	3.0	-2.0	5.0	86.95618275541338
浙江省	330000.0	2015-06	41.0	31.0	21.0	19.0	-19.0	38.0	695.6494620433069
浙江省	330000.0	2015-09	549.0	193.0	5.0	4.0	-21.0	25.0	7198.039572531443
浙江省	330000.0	2015-12	2.0	9.0	1.0	18.0	-12.0	30.0	231.88315401443572
浙江省	330000.0	2016-03	5.0	7.0	11.0	-4.0	-6.0	2.0	-19.430659949065358
浙江省	330000.0	2016-06	40.0	255.0	117.0	-5.0	-50.0	45.0	5.850029319072334
浙江省	330000.0	2016-09	1144.0	1283.0	176.0	-47.0	-106.0	59.0	-29395.831580207792
浙江省	330000.0	2016-12	215.0	147.0	434.0	21.0	-84.0	105.0	1668.421124918825
浙江省	330000.0	2017-03	677.0	214.0	328.0	91.0	-93.0	184.0	11476.602312928888
浙江省	330000.0	2017-06	334.0	385.0	630.0	197.0	-34.0	231.0	13275.878981411674
浙江省	330000.0	2017-09	476.0	362.0	695.0	105.0	-72.0	177.0	4988.86549691879
浙江省	330000.0	2017-12	158.0	123.0	156.0	74.0	-63.0	137.0	3415.1870248967803
浙江省	330000.0	2018-03	178.0	79.0	406.0	121.0	-51.0	172.0	5420.986728243099
浙江省	330000.0	2018-06	280.0	120.0	215.0	128.0	-65.0	193.0	5509.8659989924345
浙江省	330000.0	2018-09	982.0	451.0	1523.0	287.0	-190.0	477.0	28466.027026791086
浙江省	330000.0	2018-12	644.0	289.0	862.0	265.0	-209.0	474.0	16631.994630706187
浙江省	330000.0	2019-03	918.0	622.0	1304.0	315.0	-240.0	555.0	30626.35699173893
浙江省	330000.0	2019-06	922.0	1028.0	3874.0	402.0	-300.0	702.0	62341.78092373477
浙江省	330000.0	2019-09	4671.0	3110.0	9277.0	475.0	-412.0	887.0	105444.11662326955
浙江省	330000.0	2019-12	11722.0	5979.0	20171.0	745.0	-925.0	1670.0	182464.34089195204
浙江省	330000.0	2020-03	30485.0	41350.0	242683.0	-860.0	-1819.0	959.0	-4296654.801626276
浙江省	330000.0	2020-06	116954.0	164660.0	2073211.0	-304.0	-985.0	681.0	-31021086.828398533
浙江省	330000.0	2020-09	1995.0	8622.0	117366.0	-22.0	-34.0	12.0	-2091758.594714878
海南省	460000.0	2014-03	9.0	7.0	7.0	-3.0	-7.0	4.0	-50.81683473122896
海南省	460000.0	2014-06	6.0	3.0	2.0	-4.0	-4.0	0.0	-127.0420868280724
海南省	460000.0	2014-09	13.0	7.0	4.0	-3.0	-6.0	3.0	-76.22525209684345
海南省	460000.0	2014-12	0.0	3.0	1.0	-3.0	-4.0	1.0	8.469472455204826
海南省	460000.0	2015-03	0.0	0.0	1.0	5.0	0.0	5.0	53.08847052701201
海南省	460000.0	2015-06	0.0	1.0	1.0	1.0	-1.0	2.0	-7.712260523277143
海南省	460000.0	2015-09	5.0	0.0	6.0	-4.0	-8.0	4.0	-44.24039210584334
海南省	460000.0	2016-06	3.0	2.0	7.0	-1.0	-8.0	7.0	79.63270579051802
海南省	460000.0	2016-09	12.0	4.0	14.0	-6.0	-7.0	1.0	-300.8346663197347
海南省	460000.0	2016-12	1.0	0.0	1.0	7.0	0.0	7.0	79.632705790518
海南省	460000.0	2017-03	13.0	16.0	43.0	22.0	-14.0	36.0	630.8255516375986
海南省	460000.0	2017-06	1.0	1.0	5.0	-10.0	-15.0	5.0	-49.43713767796468
海南省	460000.0	2017-09	30.0	165.0	175.0	13.0	-27.0	40.0	2699.721484269032
海南省	460000.0	2017-12	29.0	15.0	176.0	52.0	-35.0	87.0	1324.1124313622413
海南省	460000.0	2018-03	10.0	22.0	223.0	38.0	-70.0	108.0	1172.070313291588
海南省	460000.0	2018-06	5.0	34.0	133.0	24.0	-53.0	77.0	852.8069284381833
海南省	460000.0	2018-09	8666.0	4083.0	5360.0	232.0	-169.0	401.0	76725.54825068191
海南省	460000.0	2018-12	4838.0	1877.0	4394.0	448.0	-222.0	670.0	62720.48672332121
海南省	460000.0	2019-03	3520.0	1861.0	4193.0	169.0	-310.0	479.0	-28354.33192921613
海南省	460000.0	2019-06	2180.0	1705.0	5996.0	231.0	-557.0	788.0	52979.68049636986
海南省	460000.0	2019-09	1043.0	778.0	2658.0	438.0	-519.0	957.0	31461.42559053078
海南省	460000.0	2019-12	6317.0	7945.0	26685.0	723.0	-607.0	1330.0	423144.8240128192
海南省	460000.0	2020-03	2820.0	4662.0	17725.0	-326.0	-811.0	485.0	-148056.51482931545
海南省	460000.0	2020-06	109433.0	67256.0	974570.0	-2387.0	-3480.0	1093.0	-20210135.201596007
海南省	460000.0	2020-09	832.0	748.0	5010.0	-364.0	-523.0	159.0	-79375.1013044029
湖北省	420000.0	2014-03	358.0	454.0	163.0	37.0	-7.0	44.0	7597.319735248196
湖北省	420000.0	2014-06	62.0	94.0	48.0	23.0	-17.0	40.0	1007.6181364311353
湖北省	420000.0	2014-09	75.0	190.0	52.0	18.0	0.0	18.0	3276.355158446165
湖北省	420000.0	2014-12	269.0	262.0	124.0	54.0	-14.0	68.0	3788.1957046109464
湖北省	420000.0	2015-03	240.0	221.0	160.0	37.0	-12.0	49.0	5459.232838231646
湖北省	420000.0	2015-06	1929.0	389.0	249.0	159.0	-41.0	200.0	19702.131832353723
湖北省	420000.0	2015-09	4598.0	768.0	878.0	162.0	-23.0	185.0	71494.90239322335
湖北省	420000.0	2015-12	155.0	99.0	165.0	24.0	-5.0	29.0	4361.490998372144
湖北省	420000.0	2016-03	49.0	49.0	101.0	9.0	-19.0	28.0	657.2314763717644
湖北省	420000.0	2016-06	127.0	115.0	172.0	24.0	-10.0	34.0	2694.676138129678
湖北省	420000.0	2016-09	314.0	114.0	276.0	12.0	-24.0	36.0	4967.5694644060895
湖北省	420000.0	2016-12	204.0	250.0	814.0	27.0	-8.0	35.0	15372.938557604353
湖北省	420000.0	2017-03	930.0	694.0	492.0	35.0	-16.0	51.0	25611.66399457579
湖北省	420000.0	2017-06	869.0	940.0	514.0	62.0	-33.0	95.0	28991.735787384918
湖北省	420000.0	2017-09	615.0	744.0	457.0	23.0	-46.0	69.0	9863.364756716208
湖北省	420000.0	2017-12	781.0	949.0	365.0	27.0	-21.0	48.0	21926.481010405336
湖北省	420000.0	2018-03	541.0	565.0	246.0	22.0	-15.0	37.0	11442.583096206228
湖北省	420000.0	2018-06	567.0	981.0	553.0	40.0	-26.0	66.0	24918.24972754481
湖北省	420000.0	2018-09	758.0	484.0	532.0	38.0	-17.0	55.0	15398.664181775222
湖北省	420000.0	2018-12	2073.0	1570.0	1206.0	70.0	-87.0	157.0	58885.00451539623
湖北省	420000.0	2019-03	428.0	296.0	1146.0	56.0	-188.0	244.0	8048.816532559372
湖北省	420000.0	2019-06	877.0	831.0	1761.0	221.0	-98.0	319.0	36372.937222328546
湖北省	420000.0	2019-09	2289.0	2212.0	6726.0	336.0	-84.0	420.0	138131.30706753154
湖北省	420000.0	2019-12	2094.0	2524.0	10232.0	-296.0	-659.0	363.0	38477.4722236886
湖北省	420000.0	2020-03	117732.0	66593.0	590986.0	-2694.0	-2843.0	149.0	-12486219.153493358
湖北省	420000.0	2020-06	4062375.0	1270368.0	20568341.0	-1285.0	-1351.0	66.0	-384279382.0908812
湖北省	420000.0	2020-09	3918.0	1817.0	21530.0	-18.0	-20.0	2.0	-446666.404250388
湖南省	430000.0	2014-03	204.0	74.0	52.0	15.0	-49.0	64.0	1614.9323070730459
湖南省	430000.0	2014-06	94.0	84.0	79.0	-48.0	-127.0	79.0	-155.16302824012988
湖南省	430000.0	2014-09	303.0	338.0	88.0	-35.0	-124.0	89.0	6443.491728384139
湖南省	430000.0	2014-12	76.0	56.0	92.0	90.0	-115.0	205.0	2615.083099735089
湖南省	430000.0	2015-03	17.0	11.0	45.0	65.0	-43.0	108.0	970.9160928548711
湖南省	430000.0	2015-06	5054.0	3173.0	501.0	57.0	-25.0	82.0	53894.69954384576
湖南省	430000.0	2015-09	25468.0	642.0	223.0	17.0	-19.0	36.0	-254091.2584410311
湖南省	430000.0	2015-12	52.0	26.0	117.0	26.0	-5.0	31.0	2129.0139602154513
湖南省	430000.0	2016-03	253.0	174.0	858.0	37.0	-28.0	65.0	2650.92498388516
湖南省	430000.0	2016-06	497.0	205.0	874.0	35.0	-2.0	37.0	15540.332896519772
湖南省	430000.0	2016-09	11.0	28.0	60.0	0.0	-23.0	23.0	-299.43915581787974
湖南省	430000.0	2016-12	226.0	214.0	2241.0	8.0	-14.0	22.0	1528.435048550824
湖南省	430000.0	2017-03	16.0	11.0	31.0	11.0	-8.0	19.0	73.64759869086338
湖南省	430000.0	2017-06	36.0	46.0	145.0	17.0	-5.0	22.0	1832.527572443776
湖南省	430000.0	2017-09	3.0	7.0	8.0	3.0	-5.0	8.0	77.30287270822285
湖南省	430000.0	2017-12	2.0	3.0	16.0	5.0	0.0	5.0	278.2498613895161
湖南省	430000.0	2018-03	299.0	56.0	77.0	10.0	-25.0	35.0	5220.230981969746
湖南省	430000.0	2018-06	2426.0	146.0	272.0	136.0	-18.0	154.0	33005.67549790029
湖南省	430000.0	2018-09	4089.0	153.0	186.0	92.0	-7.0	99.0	56750.88510316346
湖南省	430000.0	2018-12	8653.0	416.0	992.0	69.0	-85.0	154.0	79793.08059639344
湖南省	430000.0	2019-03	10761.0	830.0	2077.0	144.0	-177.0	321.0	82043.33431199148
湖南省	430000.0	2019-06	11472.0	1508.0	2965.0	221.0	-147.0	368.0	101613.12704358337
湖南省	430000.0	2019-09	15543.0	476.0	1758.0	378.0	-133.0	511.0	180526.27921267346
湖南省	430000.0	2019-12	37705.0	1439.0	4425.0	446.0	-167.0	613.0	344134.63987345505
湖南省	430000.0	2020-03	22151.0	10030.0	74722.0	-555.0	-1055.0	500.0	-1544042.7358724687
湖南省	430000.0	2020-06	1636210.0	573474.0	8687126.0	-1994.0	-2859.0	865.0	-141516725.64548594
湖南省	430000.0	2020-09	170447.0	47408.0	625339.0	-259.0	-350.0	91.0	-9312350.070765572
澳门特别行政区	820000.0	2018-09	0.0	0.0	0.0	-1.0	-1.0	0.0	-8.89740886527095
澳门特别行政区	820000.0	2019-03	0.0	0.0	2.0	-2.0	-2.0	0.0	-35.5896354610838
澳门特别行政区	820000.0	2019-12	1.0	0.0	1.0	-12.0	-14.0	2.0	-172.20123248517146
澳门特别行政区	820000.0	2020-03	1.0	0.0	0.0	-1.0	-1.0	0.0	-28.70020541419525
澳门特别行政区	820000.0	2020-06	6.0	58.0	68.0	-3.0	-3.0	0.0	-2217.9101491429515
甘肃省	620000.0	2014-03	2001.0	416.0	418.0	5.0	-5.0	10.0	-13799.10811974594
甘肃省	620000.0	2014-06	2067.0	458.0	828.0	13.0	-2.0	15.0	39554.15188120203
甘肃省	620000.0	2014-09	1118.0	304.0	390.0	17.0	-10.0	27.0	23442.729841827102
甘肃省	620000.0	2014-12	1095.0	161.0	249.0	30.0	-12.0	42.0	16986.21167830231
甘肃省	620000.0	2015-03	102.0	7.0	23.0	7.0	-4.0	11.0	1505.241786893701
甘肃省	620000.0	2015-06	1302.0	198.0	739.0	10.0	-7.0	17.0	20177.165892235622
甘肃省	620000.0	2015-09	175.0	172.0	142.0	9.0	-1.0	10.0	5115.865542742853
甘肃省	620000.0	2015-12	747.0	271.0	885.0	7.0	-8.0	15.0	864.7887324542546
甘肃省	620000.0	2016-03	3594.0	797.0	3699.0	33.0	-18.0	51.0	68001.65304502673
甘肃省	620000.0	2016-06	2587.0	842.0	2810.0	15.0	-18.0	33.0	-2692.4787584842884
甘肃省	620000.0	2016-09	2337.0	721.0	3061.0	-3.0	-18.0	15.0	14104.358893593477
甘肃省	620000.0	2016-12	1555.0	697.0	2271.0	1.0	-19.0	20.0	-6881.781856807437
甘肃省	620000.0	2017-03	4549.0	1155.0	5643.0	4.0	-48.0	52.0	-17223.66471999606
甘肃省	620000.0	2017-06	4830.0	852.0	4956.0	38.0	-23.0	61.0	73629.05693240691
甘肃省	620000.0	2017-09	2743.0	780.0	4075.0	62.0	-41.0	103.0	64658.85629703396
甘肃省	620000.0	2017-12	814.0	323.0	1765.0	35.0	-27.0	62.0	2116.7140314001085
甘肃省	620000.0	2018-03	3746.0	982.0	8962.0	51.0	-25.0	76.0	51263.52005190437
甘肃省	620000.0	2018-06	31025.0	14215.0	95555.0	89.0	-21.0	110.0	-894601.745347322
甘肃省	620000.0	2018-09	15054.0	7379.0	24265.0	94.0	-23.0	117.0	418513.1326931128
甘肃省	620000.0	2018-12	8779.0	4103.0	21404.0	67.0	-48.0	115.0	205770.83685510288
甘肃省	620000.0	2019-03	5439.0	1902.0	18513.0	96.0	-135.0	231.0	49520.05254914034
甘肃省	620000.0	2019-06	21109.0	7893.0	56590.0	411.0	-127.0	538.0	978041.8757095182
甘肃省	620000.0	2019-09	61859.0	25172.0	197757.0	498.0	-239.0	737.0	2715169.551349295
甘肃省	620000.0	2019-12	77027.0	40956.0	432092.0	560.0	-1057.0	1606.0	5717149.447799534
甘肃省	620000.0	2020-03	60499.0	33775.0	225218.0	-1081.0	-2050.0	969.0	-221437.15951737599
甘肃省	620000.0	2020-06	151766.0	84744.0	831213.0	-2019.0	-3168.0	1149.0	-11701380.178854879
甘肃省	620000.0	2020-09	2472.0	911.0	12551.0	-478.0	-638.0	160.0	-149739.2951204567
福建省	350000.0	2016-12	2937.0	901.0	1786.0	54.0	-1.0	55.0	73937.9341127183
福建省	350000.0	2017-03	2283.0	1081.0	2008.0	87.0	-5.0	92.0	70649.1189606457
福建省	350000.0	2017-06	687.0	452.0	1271.0	-208.0	-257.0	49.0	19814.128306620616
福建省	350000.0	2017-09	564.0	632.0	1336.0	-128.0	-197.0	69.0	11094.55178682992
福建省	350000.0	2017-12	596.0	327.0	895.0	53.0	-9.0	62.0	22436.762596631248
福建省	350000.0	2018-03	559.0	428.0	1304.0	75.0	-19.0	94.0	23211.416986169996
福建省	350000.0	2018-06	841.0	587.0	1574.0	-223.0	-324.0	101.0	13465.489272525534
福建省	350000.0	2018-09	610.0	431.0	1534.0	-75.0	-170.0	95.0	22838.924077067026
福建省	350000.0	2018-12	3387.0	892.0	1530.0	102.0	-11.0	113.0	76348.38391531455
福建省	350000.0	2019-03	1356.0	535.0	1700.0	-68.0	-184.0	116.0	27921.015378760556
福建省	350000.0	2019-06	188.0	138.0	581.0	-76.0	-125.0	49.0	459.5788870601553
福建省	350000.0	2019-09	415.0	132.0	853.0	93.0	-13.0	106.0	19089.214015979807
福建省	350000.0	2019-12	5954.0	4476.0	6141.0	138.0	-133.0	271.0	-111726.6858402353
福建省	350000.0	2020-03	4667.0	3950.0	11364.0	34.0	-394.0	428.0	-113796.82515983631
福建省	350000.0	2020-06	17865.0	31585.0	364734.0	10.0	-138.0	148.0	-7561167.3093577875
福建省	350000.0	2020-09	17.0	31.0	112.0	0.0	-2.0	2.0	-361.62881838136104
西藏自治区	540000.0	2017-12	320.0	106.0	513.0	76.0	-11.0	87.0	11721.550473315114
西藏自治区	540000.0	2018-03	4349.0	227.0	632.0	68.0	-17.0	85.0	64423.788860968576
西藏自治区	540000.0	2018-06	221.0	172.0	958.0	107.0	-10.0	117.0	18151.146861622077
西藏自治区	540000.0	2018-09	219.0	96.0	490.0	111.0	-40.0	151.0	9459.048364507282
西藏自治区	540000.0	2018-12	231.0	159.0	407.0	79.0	-26.0	105.0	5522.039045225882
西藏自治区	540000.0	2019-03	179.0	82.0	311.0	60.0	-24.0	84.0	6288.98891261836
西藏自治区	540000.0	2019-06	144.0	80.0	343.0	57.0	-40.0	97.0	5036.361662352102
西藏自治区	540000.0	2019-09	230.0	86.0	405.0	100.0	-18.0	118.0	8781.575981643931
西藏自治区	540000.0	2019-12	608.0	384.0	1077.0	100.0	-67.0	167.0	20747.44921748605
西藏自治区	540000.0	2020-03	2003.0	1208.0	8212.0	-24.0	-244.0	220.0	18022.621922343154
西藏自治区	540000.0	2020-06	39951.0	46501.0	660595.0	37.0	-61.0	98.0	-12840295.858271578
西藏自治区	540000.0	2020-09	4.0	2.0	26.0	-1.0	-1.0	0.0	-433.3820318153011
贵州省	520000.0	2014-03	6563.0	1092.0	202.0	21.0	-31.0	52.0	-41349.4345142619
贵州省	520000.0	2014-06	1063.0	487.0	264.0	107.0	-59.0	166.0	4173.643812128855
贵州省	520000.0	2014-09	148596.0	33318.0	1203.0	78.0	-90.0	168.0	-2439516.4842171646
贵州省	520000.0	2014-12	272.0	133.0	73.0	16.0	-21.0	37.0	-2002.1131628457433
贵州省	520000.0	2015-03	723.0	351.0	240.0	-7.0	-36.0	29.0	-12784.352275344292
贵州省	520000.0	2015-06	606.0	383.0	472.0	60.0	-43.0	103.0	-6732.367861161205
贵州省	520000.0	2015-09	64.0	220.0	154.0	23.0	-15.0	38.0	703.45126037914
贵州省	520000.0	2015-12	132.0	92.0	299.0	15.0	-17.0	32.0	-2869.099510082777
贵州省	520000.0	2016-03	916.0	339.0	594.0	7.0	-18.0	25.0	-23625.58212596841
贵州省	520000.0	2016-06	416.0	239.0	495.0	36.0	-66.0	102.0	-3145.14666753787
贵州省	520000.0	2016-09	921.0	6734.0	4199.0	-13.0	-96.0	83.0	-147695.51055883296
贵州省	520000.0	2016-12	234.0	401.0	705.0	51.0	-53.0	104.0	-10697.630163431399
贵州省	520000.0	2017-03	748.0	5266.0	1291.0	-26.0	-52.0	26.0	-96453.20563143045
贵州省	520000.0	2017-06	1563.0	623.0	903.0	14.0	-58.0	72.0	-11099.255535318514
贵州省	520000.0	2017-09	590.0	662.0	562.0	69.0	-44.0	113.0	486.90614077953296
贵州省	520000.0	2017-12	348.0	867.0	646.0	21.0	-24.0	45.0	-18648.157322198196
贵州省	520000.0	2018-03	160.0	242.0	210.0	38.0	-14.0	52.0	312.2070805008809
贵州省	520000.0	2018-06	441.0	223.0	228.0	23.0	-11.0	34.0	7591.701605072092
贵州省	520000.0	2018-09	371.0	512.0	531.0	84.0	-12.0	96.0	6233.604551142647
贵州省	520000.0	2018-12	4508.0	763.0	1143.0	8.0	-31.0	39.0	-60212.92449874863
贵州省	520000.0	2019-03	418.0	107.0	525.0	-5.0	-39.0	34.0	-6643.3974892844535
贵州省	520000.0	2019-06	344.0	354.0	486.0	-15.0	-55.0	40.0	-787.0672639687598
贵州省	520000.0	2019-09	1338.0	623.0	1227.0	39.0	-68.0	107.0	10843.65158526183
贵州省	520000.0	2019-12	1395.0	1086.0	3398.0	3.0	-57.0	60.0	-46721.59230383386
贵州省	520000.0	2020-03	1399.0	1014.0	4413.0	172.0	-127.0	299.0	34543.98655101219
贵州省	520000.0	2020-06	34213.0	38200.0	607653.0	-1245.0	-3050.0	1805.0	-9757091.797357608
贵州省	520000.0	2020-09	1861.0	1909.0	27472.0	-360.0	-493.0	133.0	-295699.24791857303
辽宁省	210000.0	2014-03	177.0	272.0	30.0	6.0	-12.0	18.0	-220.00055732907515
辽宁省	210000.0	2014-06	372.0	705.0	232.0	63.0	-121.0	184.0	2229.7840607493
辽宁省	210000.0	2014-09	425.0	309.0	196.0	77.0	-109.0	186.0	5344.922034740794
辽宁省	210000.0	2014-12	150.0	171.0	78.0	-39.0	-107.0	68.0	1068.2157976487154
辽宁省	210000.0	2015-03	228.0	404.0	152.0	-32.0	-89.0	57.0	3639.897110168309
辽宁省	210000.0	2015-06	275.0	529.0	491.0	59.0	-67.0	126.0	5178.559315108207
辽宁省	210000.0	2015-09	332.0	455.0	231.0	105.0	-30.0	135.0	8260.146597519592
辽宁省	210000.0	2015-12	76.0	33.0	23.0	31.0	-7.0	38.0	1357.311936425174
辽宁省	210000.0	2016-03	55.0	167.0	73.0	10.0	-21.0	31.0	795.2861215128041
辽宁省	210000.0	2016-06	352.0	902.0	1452.0	100.0	-45.0	145.0	23034.981588177336
辽宁省	210000.0	2016-09	149.0	348.0	505.0	113.0	-38.0	151.0	3773.473788711589
辽宁省	210000.0	2016-12	37.0	117.0	78.0	23.0	-14.0	37.0	1002.666771613412
辽宁省	210000.0	2017-03	92.0	380.0	253.0	28.0	-35.0	63.0	3163.214882531488
辽宁省	210000.0	2017-06	515.0	2456.0	3016.0	0.0	-152.0	152.0	31470.164356662797
辽宁省	210000.0	2017-09	754.0	863.0	1574.0	61.0	-57.0	118.0	18118.81239455286
辽宁省	210000.0	2017-12	31.0	120.0	114.0	12.0	-11.0	23.0	1521.1799562551078
辽宁省	210000.0	2018-03	53.0	111.0	150.0	36.0	-11.0	47.0	2290.690712715722
辽宁省	210000.0	2018-06	50.0	405.0	302.0	89.0	-31.0	120.0	4141.8943181763825
辽宁省	210000.0	2018-09	37.0	797.0	363.0	52.0	-18.0	70.0	10749.738992863473
辽宁省	210000.0	2018-12	26.0	23.0	81.0	10.0	-32.0	42.0	982.3180326305275
辽宁省	210000.0	2019-03	6.0	75.0	70.0	-22.0	-44.0	22.0	-1026.098684187548
辽宁省	210000.0	2019-06	531.0	624.0	426.0	-31.0	-116.0	85.0	-10033.163178354172
辽宁省	210000.0	2019-09	1073.0	1483.0	3282.0	-10.0	-230.0	220.0	-23286.574539893732
辽宁省	210000.0	2019-12	2970.0	2773.0	9129.0	38.0	-190.0	228.0	47779.697846812756
辽宁省	210000.0	2020-03	1907.0	1205.0	6271.0	-63.0	-318.0	255.0	-4705.930271254043
辽宁省	210000.0	2020-06	24920.0	45565.0	439375.0	-38.0	-179.0	141.0	-9381363.016616095
辽宁省	210000.0	2020-09	39.0	61.0	147.0	-8.0	-9.0	1.0	-4089.294617720706
重庆市	500000.0	2014-03	65207.0	52569.0	301.0	7.0	-22.0	29.0	-1193741.628818399
重庆市	500000.0	2014-06	35.0	36.0	46.0	-18.0	-28.0	10.0	258.21553148521787
重庆市	500000.0	2014-09	3352.0	536.0	48.0	3.0	-5.0	8.0	-32164.673813267305
重庆市	500000.0	2014-12	5979.0	1184.0	194.0	-93.0	-157.0	64.0	5405.097201331202
