省	AreaCode	SgnQuarter	repost_num	comment_num	praise_num	type	negative_type	positive_type	new_num
重庆市	500000.0	2015-03	1996.0	1164.0	696.0	-39.0	-78.0	39.0	-24691.8614543253
重庆市	500000.0	2015-06	451.0	319.0	325.0	99.0	-35.0	134.0	10621.411875153977
重庆市	500000.0	2015-09	2606.0	1557.0	742.0	0.0	-178.0	178.0	44403.00315571704
重庆市	500000.0	2015-12	6219.0	1856.0	1399.0	-106.0	-216.0	110.0	62827.77672256644
重庆市	500000.0	2016-03	295.0	611.0	851.0	-59.0	-163.0	104.0	-894.5089384372801
重庆市	500000.0	2016-06	776.0	797.0	832.0	16.0	-30.0	46.0	20948.143388714212
重庆市	500000.0	2016-09	233.0	133.0	618.0	27.0	-6.0	33.0	9598.881713906998
重庆市	500000.0	2016-12	9.0	11.0	39.0	3.0	-1.0	4.0	371.5113175734867
重庆市	500000.0	2017-09	1698.0	2247.0	3921.0	22.0	0.0	22.0	88556.70053719112
重庆市	500000.0	2017-12	246.0	47.0	169.0	99.0	-17.0	116.0	6074.989408721581
重庆市	500000.0	2018-03	321.0	344.0	281.0	171.0	-56.0	227.0	10740.80920750291
重庆市	500000.0	2018-06	46.0	46.0	171.0	195.0	-43.0	238.0	4666.489606565257
重庆市	500000.0	2018-09	302.0	81.0	258.0	193.0	-82.0	275.0	9098.387628046705
重庆市	500000.0	2018-12	2623.0	814.0	296.0	108.0	-98.0	206.0	45183.56281817598
重庆市	500000.0	2019-03	6.0	4.0	38.0	-20.0	-67.0	47.0	-30.41486073102743
重庆市	500000.0	2019-06	4408.0	1642.0	4293.0	113.0	-44.0	157.0	29791.348619096698
重庆市	500000.0	2019-09	778.0	688.0	913.0	148.0	-33.0	181.0	27708.228413111883
重庆市	500000.0	2019-12	269.0	194.0	278.0	101.0	-19.0	120.0	9648.273930387062
重庆市	500000.0	2020-03	80.0	243.0	662.0	85.0	-52.0	137.0	-9638.05818811431
重庆市	500000.0	2020-06	56861.0	126881.0	2323314.0	-67.0	-70.0	3.0	-46522556.717111796
重庆市	500000.0	2020-09	38.0	66.0	222.0	-12.0	-13.0	1.0	-5270.579968888114
陕西省	610000.0	2014-03	64.0	34.0	22.0	22.0	-3.0	25.0	1301.2642058436281
陕西省	610000.0	2014-06	67.0	44.0	23.0	13.0	-5.0	18.0	794.63811214688
陕西省	610000.0	2014-09	3.0	4.0	2.0	1.0	-1.0	2.0	36.79135403142583
陕西省	610000.0	2014-12	39.0	22.0	20.0	-6.0	-22.0	16.0	616.7530551559795
陕西省	610000.0	2015-03	42.0	19.0	24.0	-184.0	-197.0	13.0	-1687.3775342091735
陕西省	610000.0	2015-06	220.0	55.0	111.0	-181.0	-202.0	21.0	-3050.2341258546835
陕西省	610000.0	2015-09	314.0	172.0	283.0	-168.0	-178.0	10.0	-5362.88656396971
陕西省	610000.0	2015-12	237.0	87.0	204.0	-147.0	-166.0	19.0	-2639.0571830886192
陕西省	610000.0	2016-03	523.0	77.0	428.0	-199.0	-238.0	39.0	-6460.674358564764
陕西省	610000.0	2016-06	169.0	68.0	205.0	-97.0	-109.0	12.0	-2969.2422680001414
陕西省	610000.0	2016-09	76.0	37.0	104.0	-51.0	-72.0	21.0	-550.5647740954641
陕西省	610000.0	2016-12	42.0	17.0	46.0	-35.0	-68.0	33.0	-517.4793202047922
陕西省	610000.0	2017-03	67.0	44.0	67.0	-36.0	-55.0	19.0	-1179.1056117935188
陕西省	610000.0	2017-06	51.0	49.0	82.0	7.0	-9.0	16.0	-1093.4971684131165
陕西省	610000.0	2017-09	1550.0	1693.0	444.0	30.0	-9.0	39.0	-42356.84407336916
陕西省	610000.0	2017-12	435.0	190.0	184.0	2.0	-9.0	11.0	1108.9934493279666
陕西省	610000.0	2018-03	107916.0	3336.0	11340.0	-44.0	-83.0	39.0	-1576841.754611904
陕西省	610000.0	2018-06	710.0	521.0	2720.0	-2.0	-151.0	149.0	-14573.103807898113
陕西省	610000.0	2018-09	2573.0	1489.0	6647.0	188.0	-263.0	451.0	7202.223713400472
陕西省	610000.0	2018-12	1822.0	1673.0	4129.0	154.0	-259.0	413.0	-8521.404525296304
陕西省	610000.0	2019-03	1627.0	1305.0	3875.0	267.0	-229.0	496.0	15763.488754518556
陕西省	610000.0	2019-06	3343.0	1462.0	4468.0	266.0	-253.0	519.0	53588.732015137066
陕西省	610000.0	2019-09	7368.0	5056.0	10292.0	93.0	-324.0	406.0	113776.86552304777
陕西省	610000.0	2019-12	8207.0	12099.0	37756.0	353.0	-428.0	781.0	450935.33508139866
陕西省	610000.0	2020-03	25755.0	12778.0	87560.0	-1833.0	-2287.0	454.0	-1661424.6041232252
陕西省	610000.0	2020-06	129437.0	113529.0	1463498.0	-1865.0	-3363.0	1498.0	-21504811.3767634
陕西省	610000.0	2020-09	941.0	481.0	2212.0	-184.0	-370.0	186.0	-24935.700679358833
青海省	630000.0	2014-03	57.0	29.0	61.0	-1.0	-3.0	2.0	-958.3009255014314
青海省	630000.0	2014-06	39.0	49.0	118.0	5.0	-7.0	12.0	493.86629057452126
青海省	630000.0	2014-09	23.0	50.0	110.0	9.0	-6.0	15.0	1142.8001587512751
青海省	630000.0	2014-12	9.0	12.0	30.0	4.0	-4.0	8.0	179.14887560791936
青海省	630000.0	2015-03	24.0	10.0	14.0	1.0	-2.0	3.0	267.0307824438298
青海省	630000.0	2015-06	1.0	2.0	1.0	-2.0	-2.0	0.0	-41.08165883751228
青海省	630000.0	2015-12	0.0	5.0	6.0	-1.0	-4.0	3.0	68.4694313958538
青海省	630000.0	2016-03	21.0	4.0	25.0	-11.0	-17.0	6.0	15.259859394714205
青海省	630000.0	2016-06	20.0	2.0	7.0	-23.0	-28.0	5.0	-234.13225707733426
青海省	630000.0	2016-09	61.0	37.0	82.0	-111.0	-242.0	131.0	-1659.508498820172
青海省	630000.0	2016-12	61.0	11.0	28.0	-168.0	-258.0	90.0	-1741.3992227706117
青海省	630000.0	2017-03	99.0	34.0	92.0	-153.0	-241.0	88.0	-1417.497264931705
青海省	630000.0	2017-06	340.0	187.0	498.0	47.0	-208.0	255.0	5640.3925273303585
青海省	630000.0	2017-09	154.0	196.0	240.0	-50.0	-259.0	209.0	1600.6489406176206
青海省	630000.0	2017-12	67.0	42.0	212.0	-43.0	-100.0	57.0	-10.190888778859364
青海省	630000.0	2018-03	24.0	16.0	34.0	17.0	-2.0	19.0	571.8955814660499
青海省	630000.0	2018-06	13.0	13.0	18.0	6.0	-20.0	26.0	372.77497764198785
青海省	630000.0	2018-09	6.0	8.0	24.0	16.0	-11.0	27.0	330.967039574697
青海省	630000.0	2018-12	22.0	17.0	46.0	-66.0	-87.0	21.0	-914.1695186731272
青海省	630000.0	2019-03	10.0	2.0	14.0	-122.0	-136.0	14.0	-1230.2842120460775
青海省	630000.0	2019-06	1191.0	831.0	178.0	-86.0	-132.0	46.0	20118.96766178308
青海省	630000.0	2019-09	9033.0	2081.0	8219.0	-76.0	-263.0	187.0	101316.64087477198
青海省	630000.0	2019-12	2001.0	1606.0	11394.0	-324.0	-438.0	114.0	-195039.51164987986
青海省	630000.0	2020-03	6426.0	2889.0	24878.0	-1244.0	-1396.0	152.0	-444030.62808283616
青海省	630000.0	2020-06	12809.0	26881.0	307609.0	-1188.0	-1444.0	256.0	-6225666.944282403
青海省	630000.0	2020-09	604.0	771.0	4358.0	-83.0	-130.0	47.0	-61114.81410182251
香港特别行政区	820000.0	2019-03	8.0	33.0	34.0	-12.0	-12.0	0.0	-1064.9688107970148
香港特别行政区	820000.0	2019-06	12.0	29.0	25.0	-6.0	-7.0	1.0	-920.0250104685387
香港特别行政区	820000.0	2019-09	29.0	97.0	127.0	-28.0	-28.0	0.0	-3575.715066202746
香港特别行政区	820000.0	2019-12	53.0	68.0	384.0	-57.0	-57.0	0.0	-7172.556927168454
香港特别行政区	820000.0	2020-03	11962.0	18059.0	286188.0	-22.0	-23.0	1.0	-5872384.582266161
香港特别行政区	820000.0	2020-06	20715.0	32838.0	330280.0	-110.0	-115.0	5.0	-6728295.88366689
香港特别行政区	820000.0	2020-09	884.0	2831.0	26526.0	-54.0	-58.0	4.0	-485682.1145485043
黑龙江省	230000.0	2017-06	0.0	0.0	1.0	1.0	0.0	1.0	17.7948177305419
黑龙江省	230000.0	2018-09	2.0	1.0	10.0	10.0	-6.0	16.0	207.9263270111842
黑龙江省	230000.0	2018-12	4.0	0.0	8.0	14.0	-6.0	20.0	267.223107936029
黑龙江省	230000.0	2019-03	0.0	0.0	1.0	1.0	0.0	1.0	21.497251880164388
黑龙江省	230000.0	2019-06	1.0	1.0	6.0	3.0	-2.0	5.0	-24.58299689836528
黑龙江省	230000.0	2019-09	2.0	0.0	4.0	4.0	-3.0	7.0	107.48625940082195
黑龙江省	230000.0	2019-12	0.0	0.0	0.0	4.0	-3.0	7.0	42.994503760328776
黑龙江省	230000.0	2020-03	2.0	2.0	27.0	-5.0	-5.0	0.0	-510.00898906598866
黑龙江省	230000.0	2020-06	145672.0	255005.0	2473796.0	-153.0	-159.0	6.0	-51114214.38664548
黑龙江省	230000.0	2020-09	9.0	3.0	18.0	-6.0	-6.0	0.0	-472.7803983439649
